PLATE,NROW,NCOL,CNAME,SMILES,FORMULA,MW (as put into the well),Formula (as seen in MS),Neutral mass,M+H,M-H,CHARGE,PARENT_CID(KEGG),CAS,CHEBI,HMDB,PC_CID,PC_SID,METLIN_ID
3,E,1,SPERMINE,C(CCNCCCN)CNCCCN,C10H26N4,346.12246,C10H26N4,202.21575,203.22355,201.20795,,C00750,306-67-2,15746,,1103,4012,
3,E,2,N-ACETYL-DL-METHIONINE,O=C(NC(C(=O)O)CCSC)C,C7H13NO3S,191.06162,C7H13NO3S,191.06162,192.06942,190.05382,,CA1210,1115-47-5,,,6180,,62466
3,E,3,CARBAMOYLPHOSPHATE,C(=O)(N)OP(=O)(O)O,CH4NO5P,171.00964,CH4NO5P,140.98271,141.99051,139.97491,,C00169,1866-68-8 (anhydrous),17672,,278,3469,
3,E,4,5-PHOSPHO-D-RIBOSE 1-DIPHOSPHATE,C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,C5H13O14P3,477.87959,C5H13O14P3,389.95182,390.95962,388.94402,,C00119,108321-05-7,17111,,7339,3419,
3,E,5,5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N,C9H15N4O8P,338.06275,C9H15N4O8P,338.06275,339.07055,337.05495,,C04677,3031-94-5,18406,HMDB01517,65110,7258,6294
3,E,6,URIDINE 5'-DIPHOSPHO-N-ACETYLGALACTOSAMINE,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,C17H27N3O17P2,651.04546,C17H27N3O17P2,607.08154,608.08934,606.07374,,C00203,108320-87-2,16650,,23724461,3503,
3,E,7,GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL,OP(O)(OCC(C(OCC)OCC)O)=O,C7H15BaO7P,379.96078,C3H7O6P,169.99803,171.00583,168.99023,,CA1402,93965-35-6,,,16219421,,
3,E,8,"GUANOSINE 3',5'-CYCLIC MONOPHOSPHATE",[C@@H]14O[P](OC[C@H]1O[C@@H]([N]2C3=C(N=C2)C(=O)N=C(N3)N)[C@@H]4O)(O)=O,C10H12N5O7P,367.02938,C10H12N5O7P,345.04744,346.05524,344.03964,,C00942,40732-48-7,16356,,24316,4194,
3,E,9,L-HOMOCYSTEINE THIOLACTONE,N[C@H]1CCSC1=O,C4H7NOS,153.00151,C4H7NOS,117.02483,118.03263,116.01703,,CE1401,31828-68-9,,,134505,,
3,E,10,O-PHOSPHO-DL-SERINE,O=P(O)(O)OCC(C(=O)O)N,C3H8NO6P,185.00893,C3H8NO6P,185.00893,186.01673,184.00113,,CA1209,17885-08-4,37712,HMDB01721,106,,6338
3,E,11,S-(5'-ADENOSYL)-L-HOMOCYSTEINE,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CSCCC(C(=O)O)N)O)O,C14H20N6O5S,384.12159,C14H20N6O5S,384.12159,385.12939,383.11379,,C00021,979-92-0,16680,HMDB00939,439155,3323,296
3,E,12,L-ORNITHINE,C(CC(C(=O)O)N)CN,C5H12N2O2,168.06656,C5H12N2O2,132.08987,133.09767,131.08207,,C00077,3184-13-2,15729,,6262,3377,45121
3,F,1,ADENINE,C1=NC2=C(N1)C(=NC=N2)N,C5H5N5,170.02335,C5H5N5,135.05450,136.06230,134.04670,,C00147,6055-72-7,16708,,190,3447,
3,F,2,DL-NORMETANEPHRINE,Oc1ccc(cc1OC)C(O)CN,C9H13NO3,219.06622,C9H13NO3,183.08954,184.09734,182.08174,,CA1379,1011-74-1,,,1237,,
3,F,3,URIDINE 5'-DIPHOSPHO-N-ACETYLGLUCOSAMINE,O=P(O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1NC(=O)C)CO)(O)OP(=O)(O)OC[C@H]3OC(N2/C=C\C(=O)NC2=O)[C@H](O)[C@@H]3O ,C17H27N3O17P2,651.04547,C17H27N3O17P2,607.08158,608.08938,606.07378,,C00043,91183-98-1,16264,,445675,3345,
3,F,4,GUANOSINE 5'-DIPHOSPHATE,C([C@@H]1[C@H]([C@H]([C@H](n2cnc3c2[nH]c(=N)nc3O)O1)O)O)OP(=O)(O)OP(=O)(O)O,C10H15N5O11P2,466.01411,C10H15N5O11P2,443.02432,444.03212,442.01652,,C00035,43139-22-6,17552,,8977,3337,43385
3,F,5,PHOSPHOCREATINE,CN(CC(=O)O)C(=NP(=O)(O)O)N,C4H10N3O5P,257.01535,C4H10N3O5P,211.03581,212.04361,210.02801,,C02305,19333-65-4,17287,,9548602,5359,
3,F,6,URIDINE 5'-DIPHOSPHOGLUCURONIC ACID,O=C1C=CN(C(=O)N1)[C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(=O)O)[C@@H](O)[C@H]3O,C15H22N2O18P2,645.98012,C15H22N2O18P2,580.03430,581.04210,579.02650,,C00167,63700-19-6,17200,,17473,3467,5884
3,F,7,"2,3-DIPHOSPHO-D-GLYCERIC ACID",C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O,C3H8O10P2,375.86899,C3H6O9P2,247.94870,248.95650,246.94090,,C01159,102783-53-9,17720,,186004,4387,
3,F,8,CYTIDINE 5'-DIPHOSPHATE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O,C9H15N3O11P2,443.0107,C9H15N3O11P2,403.01819,404.02599,402.01039,,C00112,34393-59-4,17239,,6132,3412,
3,F,9,SELENOCYSTAMINE,[Se]([Se]CCN)CCN,C4H12N2Se2,283.90977,C4H12N2Se2,247.93309,248.94089,246.92529,,CA1403,3542-13-0,,,115119,,
3,F,10,HISTAMINE,C1=C(NC=N1)CCN,C5H9N3,182.02518,C5H9N3,111.07965,112.08745,110.07185,,C00388,56-92-8,18295,,774,3678,
3,F,11,INDOXYL SULFATE,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O,C8H7NO4S,249.95764,C8H7NO,133.05277,134.06057,132.04497,,C08481,2642-37-7,16700,,92769,10674,
3,F,12,ETHYL 3-UREIDOPROPIONATE,O=C(OCC)CCNC(=O)N,C6H12N2O3,160.08479,C6H12N2O3,160.08479,161.09259,159.07699,,CA1359,198879-21-9,,,3613685,,
3,G,1,DEOXYRIBOSE,C(C=O)C(C(CO)O)O,C5H10O4,134.05791,C5H10O4,134.05791,135.06571,133.05011,,C01801,533-67-5,28816,HMDB03224,22833604,4927,3258
3,G,2,PHYTIC ACID,C1(O[P](O)(O)=O)C(C(C(O[P](O)(O)=O)C(C1O[P](O)(O)=O)O[P](O)(O)=O)O[P](O)(O)=O)O[P](O)(O)=O,C6H18O24P6,697.81727,C6H18O24P6,659.86139,660.86919,658.85359,,C01204,129832-03-7,17401,,890,4428,
3,G,3,THIAMINE MONOPHOSPHATE,[O-]P(OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1)(O)=O,C12H17N4O4PS,416.06862,C12H17N4O4PS,344.07081,345.07861,343.06301,,C01081,273724-21-3,9533,,1131,4319,
3,G,4,"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID",OC(=O)c1c(nc(O)nc1)O,C5H4N2O4,156.01711,C5H4N2O4,156.01711,157.02491,155.00931,,C03030,23945-44-0,17477,,90301,5935,65886
3,G,5,S-HEXYL-GLUTATHIONE,O=C(O)[C@@H](N)CCC(=O)N[C@H](C(=O)NCC(=O)O)CSCCCCCC,C16H29N3O6S,391.17771,C16H29N3O6S,391.17771,392.18551,390.16991,,C02886,24425-56-7,27704,,97536,5817,24067
3,G,6,GLYOXYLIC ACID,C(=O)C(=O)O,C2H2O3,92.01096,C2H4O4,92.01096,93.01876,91.00316,,C00048,563-96-2,16891,,760,3350,
3,G,7,GUANOSINE 5'-MONOPHOSPHATE,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,C10H14N5O8P,425.03246,C10H14N5O8P,363.05800,364.06580,362.05020,,C00144,1333479,17345,,6804,3444,
3,G,8,N-ACETYL-L-ALANINE,CC(C(=O)O)NC(=O)C,C5H9NO3,131.05824,C5H9NO3,131.05824,132.06604,130.05044,,CE1554,97-69-8,40992,HMDB00766,88064,,5733
3,G,9,4-GUANIDINOBUTANOATE,C(CC(=O)O)CN=C(N)N,C5H11N3O2,145.08513,C5H11N3O2,145.08513,146.09293,144.07733,,C01035,463-00-3 ,15728,HMDB03464,500,4278,6938
3,G,10,HYDROXYPYRUVATE,C(C(=O)C(=O)O)O,C3H4O4,141.96684,C3H4O4,104.01096,105.01876,103.00316,,C00168,1113-60-6,30841,,964,3468,482
3,G,11,D-MANNOSAMINE,[H][C@@](N)(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,C6H13NO5,215.05605,C6H13NO5,179.07938,180.08718,178.07158,,C03570,5505-63-5,27503,,440049,6362,
3,G,12,CYTOCHROME C,[Fe+2].O=C(NC)C(N)CSC(c1c(c4[n-]c1cc\2nc(/C(=C/2C)C(SCC(C(=O)NC)N)C)cc5[n-]c(cc\3nc(/C(=C/3CCC(=O)O)C)c4)c(c5C)CCC(=O)O)C)C,C42H52FeN8O6S2,884.28007,C42H52FeN8O6S2,884.28007,885.28787,883.27227,,C00524,9007-43-6,18070,HMDB12920,439171,3807,
3,H,1,O-ACETYL-L-CARNITINE,CC(OC(C[N+](C)(C)C)CC([O-])=O)=O,C9H17NO4,239.09244,C9H17NO4,203.11576,204.12356,202.10796,,C02571,5080-50-2,15960,,439756,5567,956
3,H,2,RIBOFLAVIN,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,C17H20N4O6,376.13829,C17H20N4O6,376.13829,377.14609,375.13049,,C00255,83-88-5,17015,HMDB00244,493570,3554,5249
3,H,3,METHYL BETA-D-GALACTOSIDE,O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@H]1OC)CO,C7H14O6,194.07904,C7H14O6,194.07904,195.08684,193.07124,,C03619,1824-94-8,17540,,94214,6403,
3,H,4,GLUTARIC ACID,C(CC(=O)O)CC(=O)O,C5H8O4,247.98451,C5H8O4,132.04226,133.05006,131.03446,,C00489,5793-88-4 ,17859,,743,3772,
3,H,5,DIHYDROXYFUMARIC ACID,C(=C(O)O)(C(=O)C(=O)O)O,C4H4O6,166.01136,C4H6O7,166.01136,167.01916,165.00356,,C00975,199926-38-0,4593,,54678503,4224,
3,H,6,CMP,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,C9H14N3O8P,323.05186,C9H14N3O8P,323.05186,324.05966,322.04406,,C00055,63-37-6,17361,HMDB00095,6131,3357,5143
3,H,7,GUANOSINE 5'-DIPHOSPHO-D-MANNOSE,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=NC2=O)N,C16H25N5O16P2,627.05911,C16H25N5O16P2,605.07716,606.08496,604.06936,,C00096,103301-73-1,15820,,18396,3396,
3,H,8,5'-DEOXYADENOSINE,n2c1c(ncnc1n(c2)[C@@H]3O[C@@H]([C@@H](O)[C@H]3O)C)N,C10H13N5O3,251.10184,C10H13N5O3,251.10184,252.10964,250.09404,,C05198,4754-39-6,17319,HMDB01983,439182,7603,
3,H,9,GLUTATHIONE,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,C10H17N3O6S,307.08381,C10H17N3O6S,307.08381,308.09161,306.07601,,C00051,70-18-8,16856,HMDB00125,124886,3353,44
3,H,10,ERYTHRITOL,C(C(C(CO)O)O)O,C4H10O4,122.05791,C4H10O4,122.05791,123.06571,121.05011,,C00503,149-32-6,17113,HMDB02994,222285,3786,140
3,H,11,GLUCOSAMINATE,C(C(C(C(C(C(=O)O)N)O)O)O)O,C6H13NO6,195.07429,C6H13NO6,195.07429,196.08209,194.06649,,C03752,3646-68-2,17784,,73563,6511,3334
3,H,12,URIDINE 5'-TRIPHOSPHATE,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C9H15N2O15P3,483.96854,C9H15N2O15P3,483.96854,484.97634,482.96074,,C00075,108321-53-5,15713,,6133,3375,
4,A,1,2'-DEOXYADENOSINE,C1C(C(OC1N2C=NC3=C2N=CN=C3N)CO)O,C10H13N5O3,269.11241,C10H15N5O4,269.11241,270.12021,268.10461,,C00559,16373-93-6,17256,,13730,3839,
4,A,2,N-ACETYLPUTRESCINE,CC(=O)NCCCCN,C6H14N2O,166.08729,C6H14N2O,130.11061,131.11841,129.10281,,C02714,18233-70-0,17768,HMDB02064,122356,5677,3252
4,A,3,N-ACETYL-D-GALACTOSAMINE,CC(=O)NC1C(C(C(OC1O)CO)O)O,C8H15NO6,221.08994,C8H15NO6,221.08994,222.09774,220.08214,,C01074,1811-31-0,28037,HMDB00853,84265,43612,
4,A,4,N-ACETYL-DL-GLUTAMIC ACID,O=C(N[C@H](C(=O)O)CCC(=O)O)C,C7H11NO5,189.06372,C7H11NO5,189.06372,190.07152,188.05592,,CA1454,1430871,,,185,,
4,A,5,"2,4-DIHYDROXYPTERIDINE",O=C2c1nccnc1NC(=O)N2,C6H4N4O2,164.03343,C6H4N4O2,164.03343,165.04123,163.02563,,C03212,487-21-8,16489,,10250,6086,44770
4,A,6,6-HYDROXYNICOTINATE,O=C(O)/C1=C/NC(=O)/C=C1,C6H5NO3,139.02694,C6H5NO3,139.02694,140.03474,138.01914,,C01020,5006-66-6,16168,HMDB02658,72924,4265,
4,A,7,N-ACETYL-L-CYSTEINE,CC(N[C@@H](C(O)=O)CS)=O,C5H9NO3S,162.02249,C5H9NO3S,162.02249,163.03029,161.01469,,CE1310,616-91-1,28939,HMDB01890,12035,,784
4,A,8,INOSINE 5'-MONOPHOSPHATE,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,C10H13N4O8P,392.01099,C10H13N4O8P,348.04710,349.05490,347.03930,,C00130,352195-40-5,17202,,8582,3430,
4,A,9,D-PANTOTHENIC ACID,C(CCNC([C@H](O)C(C)(C)CO)=O)(=O)O,C9H17NO5,476.16829,C9H17NO5,219.11067,220.11847,218.10287,,C00864,137-08-6,29032,,6613,4121,241
4,A,10,2-AMINO-2-METHYLPROPANOATE,CC(C)(C(=O)O)N,C4H9NO2,103.06333,C4H9NO2,103.06333,104.07113,102.05553,,C03665,62-57-7,27971,HMDB01906,6119,6443,37
4,A,11,ANILINE-2-SULFONIC ACID,C1=CC=C(C=C1)N,C6H7N,173.01467,C6H7NO3S,173.01467,174.02247,172.00687,,C00292,88-21-1,1015,,6926,8569,
4,A,12,S-CARBOXYMETHYL-L-CYSTEINE,O=C(O)[C@@H](N)CSCC(=O)O,C5H9NO4S,179.02523,C5H9NO4S,179.02523,180.03303,178.01743,,C03727,638-23-3,16163,,193653,6492,
4,B,1,L-RHAMNOSE,O=C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C,C6H12O5,182.07904,C6H14O6,182.07904,183.08684,181.07124,,C00507,10030-85-0,16055,,25310,3790,
4,B,2,THIAMINE PYROPHOSPHATE,CC1=C(CCOP(O)(OP([O-])(O)=O)=O)SC=[N+]1CC2=CN=C(C)N=C2N,C12H18N4O7P2S,460.01382,C12H17N4OS,265.11176,266.11956,264.10396,,C00068,154-87-0,6532,HMDB01372,1132,3368,2832
4,B,3,L-HISTIDINOL,C1=C(NC=N1)CC(CO)N,C6H11N3O,212.03574,C6H11N3O,141.09021,142.09801,140.08241,,C00860,1596-64-1,16255,,165271,4117,
4,B,4,THYMIDINE 5'-MONOPHOSPHATE,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O,C10H15N2O8P,322.05661,C10H15N2O8P,322.05661,323.06441,321.04881,,C00364,365-07-1,17013,HMDB01227,9700,3655,6092
4,B,5,3-UREIDOPROPIONATE,C(CNC(=O)N)C(=O)O,C4H8N2O3,132.05349,C4H8N2O3,132.05349,133.06129,131.04569,,C02642,462-88-4,18261,HMDB00026,111,5621,5097
4,B,6,5-AMINOPENTANOATE,C(CCN)CC(=O)O,C5H11NO2,117.07898,C5H11NO2,117.07898,118.08678,116.07118,,C00431,660-88-8,15887,HMDB03355,138,3720,6902
4,B,7,NORLEUCINE,O=C(O)[C@@H](N)CCCC,C6H13NO2,131.09463,C6H13NO2,131.09463,132.10243,130.08683,,C01933,327-57-1,18347,HMDB01645,21236,5038,6334
4,B,8,N-FORMYLGLYCINE,O=C(O)CNC=O,C3H5NO3,103.02694,C3H5NO3,103.02694,104.03474,102.01914,,CA1268,2491-15-8,,,75606,,
4,B,9,ADENOSINE,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,C10H13N5O4,267.09676,C10H13N5O4,267.09676,268.10456,266.08896,,C00212,58-61-7,16335,HMDB00050,60961,3512,86
4,B,10,D-(+)-RAFFINOSE,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,C18H32O16,594.22187,C18H42O21,594.22187,595.22967,593.21407,,C00492,17629-30-0,16634,,439242,3775,
4,B,11,MESO-TARTARIC ACID,O=C(O)C(O)C(O)C(=O)O,C4H6O6,168.02701,C4H8O7,168.02701,169.03481,167.01921,,C00552,5990-63-6,15673,,447315,3833,
4,B,12,2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOSYLAMINE,N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,C8H16N2O5,220.10592,C8H16N2O5,220.10592,221.11372,219.09812,,CA1416,4229-38-3,,,46779877,,
4,C,1,D-SACCHARIC ACID,[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O,C6H10O8,247.99345,C6H10O8,210.03757,211.04537,209.02977,,C00818,576-42-1,16002,,33037,4076,
4,C,2,ADENOSINE 5'-TRIPHOSPHATE,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C10H16N5O13P3,568.97021,C10H16N5O13P3,506.99575,508.00355,505.98795,,C00002,34369-07-8,15422,,5957,3304,
4,C,3,3-METHOXY-L-TYROSINE,O=C(O)[C@@H](N)Cc1cc(OC)c(O)cc1,C10H13NO4,247.10559,C10H17NO6,247.10559,248.11339,246.09779,,CA1364,300-48-1,,,9307,,967
4,C,4,D-LACTOSE,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,C12H22O11,360.12678,C12H24O12,360.12678,361.13458,359.11898,,C00243,64044-51-5,36219,,440995,3542,
4,C,5,3-HYDROXYBUTANOIC ACID,O[C@@H](CC(=O)O)C,C4H8O3,104.04735,C4H8O3,104.04735,105.05515,103.03955,,C01089,300-85-6,10983,HMDB00011,92135,4324,125
4,C,6,4-IMIDAZOLEACETIC ACID,C1=C(NC=N1)CC(=O)O,C5H6N2O2,161.01178,C5H6N2O2,126.04293,127.05073,125.03513,,C02835,3251-69-2,16974,,96215,5778,
4,C,7,D-(+)-GALACTURONIC ACID,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O,C6H10O7,212.05322,C6H12O8,212.05322,213.06102,211.04542,,C08348,91510-62-2,33830,,441476,10545,
4,C,8,CYTIDINE 5'-TRIPHOSPHATE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C9H16N3O14P3,526.94841,C9H16N3O14P3,482.98452,483.99232,481.97672,,C00063,36051-68-0,17677,,6176,3363,
4,C,9,"3',5'-CYCLIC AMP",C1C2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O,C10H12N5O6P,329.05252,C10H12N5O6P,329.05252,330.06032,328.04472,,C00575,60-92-4,17489,HMDB00058,6076,3854,5120
4,C,10,L-METHIONINE SULFOXIMINE,O=S(=N)(C)CC[C@@H](C(=O)O)N,C5H12N2O3S,180.05687,C5H12N2O3S,180.05687,181.06467,179.04907,,C03510,15985-39-4,28490,,89034,6320,65992
4,C,11,CIS-4-HYDROXY-D-PROLINE,C1C(CNC1C(=O)O)O,C5H9NO3,131.05824,C5H9NO3,131.05824,132.06604,130.05044,,C01015,2584-71-6,16231,,440014,6264,63098
4,C,12,N1-ACETYLSPERMINE,CC(=O)NCCCNCCCCNCCCN,C12H28N4O,352.15635,C12H28N4O,244.22631,245.23411,243.21851,,C02567,77928-70-2,17312,,916,5564,
4,D,1,MESOXALATE,O=C(O)C(=O)C(=O)O,C3H2O5,197.97525,C3H2O5,117.99023,118.99803,116.98243,,C00830,31635-99-1,30842,,10132,4088,
4,D,2,BETA-NICOTINAMIDE ADENINE DINUCLEOTIDE 2'-PHOSPHATE REDUCED,O=P([O-])(OP(O)(OCC1C(O)C(OP(O)(O)=O)C(N2C=NC3=C2N=CN=C3N)O1)=O)OCC(O4)C(O)C(O)C4[N+]5=CC=CC(C(N)=O)=C5,C21H28N7O17P3,851.02946,C21H28N7O17P3,743.07545,744.08325,742.06765,,C00006,2646-71-1,18009,,5886,3308,3691
4,D,3,3-METHYLHISTAMINE,CN1C=NC=C1CCN,C6H11N3,197.04865,C6H11N3,125.09530,126.10310,124.08750,,C15526,36475-47-5,,,69520,,
4,D,4,MALEAMATE,O=C(N)\C=C/C(=O)O,C4H5NO3,115.02694,C4H5NO3,115.02694,116.03474,114.01914,,C01596,557-24-4,29045,,5280451,4751,44772
4,D,5,CHOLINE,C[N+](C)(C)CCO,C5H14NO,104.10754,C5H14NO,104.10754,105.11534,103.09974,1,C00114,62-49-7,15354,HMDB00097,305,3414,56
4,D,6,4-AMINOBUTANOATE,C(CC(=O)O)CN,C4H9NO2,139.04001,C4H9NO2,103.06333,104.07113,102.05553,,C00334,5959-35-3,16865,,119,3628,
4,D,7,FORMYL-L-METHIONYL PEPTIDE,CSCCC(C(=O)O)NC=O,C6H11NO3S,177.04597,C6H11NO3S,177.04597,178.05377,176.03817,,C03145,4289-98-9,16552,HMDB01015,6995182,6033,5945
4,D,8,ACETYLCHOLINE,CC(=O)OCC[N+](C)(C)C,C7H16NO2,181.08696,C7H16NO2,146.11755,147.12535,145.10975,1,C01996,60-31-1,2417,,6060,10400,66848
4,D,9,OXALIC ACID,C(=O)(C(=O)O)O,C2H2O4,126.01644,C2H6O6,126.01644,127.02424,125.00864,,C00209,6153-56-6,16995,,971,3509,
4,D,10,5-HYDROXY-L-TRYPTOPHAN,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,C11H12N2O3,220.08479,C11H12N2O3,220.08479,221.09259,219.07699,,C01017,895096,17780,HMDB00472,144,3916,
4,D,11,D-ALANINE,C(=O)([C@@H](C)N)O,C3H7NO2,89.04768,C3H7NO2,89.04768,90.05548,88.03988,,C01401,338-69-2,15570,HMDB01310,71080,3433,
4,D,12,THEOBROMINE,CN1C=NC2=C1C(=O)NC(=O)N2C,C7H8N4O2,180.06473,C7H8N4O2,180.06473,181.07253,179.05693,,C07480,83-67-0,28946,HMDB02825,5429,9683,1456
4,E,1,N-AMIDINO-L-ASPARTATE,O=C(O)CC(/N=C(/N)N)C(=O)O,C5H9N3O4,175.05931,C5H9N3O4,175.05931,176.06711,174.05151,,C03139,6133-30-8,17072,HMDB03157,439918,6028,10
4,E,2,L-HISTIDINE,C1=C(NC=N1)CC(C(=O)O)N,C6H9N3O2,155.06948,C6H9N3O2,155.06948,156.07728,154.06168,,C00135,71-00-1,15971,HMDB00177,6274,3435,21
4,E,3,L-ALLOTHREONINE,CC(C(C(=O)O)N)O,C4H9NO3,119.05824,C4H9NO3,119.05824,120.06604,118.05044,,C05519,28954-12-3,28718,HMDB04041,99289,7864,7007
4,E,4,CREATINE PHOSPHATE,CN(CC(=O)O)C(=NP(=O)(O)O)N,C4H10N3O5P,327.04195,C4H10N3O5P,211.03581,212.04361,210.02801,,C02305,922-32-7,17287,,9548602,5359,
4,E,5,SPERMIDINE,C(CCNCCCN)CN,C7H19N3,145.1579,C7H19N3,145.15790,146.16570,144.15010,,C00315,124-20-9,16610,HMDB01257,1102,3609,254
4,E,6,ADENOSINE 5'-DIPHOSPHORIBOSE,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O,C15H23N5O14P2,581.05363,C15H23N5O14P2,559.07168,560.07948,558.06388,,C00301,68414-18-6,16960,,445794,3595,
4,E,7,2-METHOXYETHANOL,OCCOC,C3H8O2,76.05243,C3H8O2,76.05243,77.06023,75.04463,,CA1211,109-86-4,,,8019,,
4,E,8,CITRAMALATE,CC(CC(=O)O)(C(=O)O)O,C5H8O5,223.94894,C5H8O5,148.11402,149.12182,147.10622,,C00815,2306-22-1,15584,,1081,4073,3273
4,E,9,L-ANSERINE,CN1C=NC=C1CC(C(=O)O)NC(=O)CCN,C10H16N4O3,303.11788,C10H17N5O6,303.11788,304.12568,302.11008,,C01262,10030-52-1,18323,,112072,4481,
4,E,10,BILIVERDIN,CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)O,C33H34N4O6,618.22451,C33H34N4O6,582.24784,583.25564,581.24004,,C00500,55482-27-4,17033,,5280353,3783,
4,E,11,DL-5-HYDROXYLYSINE,C(CC(C(=O)O)N)C(CN)O,C6H14N2O3,198.07712,C6H14N2O3,162.10044,163.10824,161.09264,,C01211,13204-98-3,51807,,1029,135067980,47
4,E,12,CYSTEAMINE,C(CS)N,C2H7NS,77.02992,C2H7NS,77.02992,78.03772,76.02212,,C01678,60-23-1,17141,HMDB02991,6058,4821,3222
4,F,1,OPHTHALMIC ACID,CCC(C(=O)N(CC(=O)O)C(=O)CCC(C(=O)O)N)N,C11H19N3O6,289.12739,C11H19N3O6,289.12739,290.13519,288.11959,,CA1475,495-27-2,,HMDB05765,7018721,,58300
4,F,2,"L-2,3-DIAMINOPROPIONIC ACID",C(C(C(=O)O)N)N,C3H8N2O2,140.03526,C3H8N2O2,104.05858,105.06638,103.05078,,C03401,1482-97-9,16303,,97328,6231,
4,F,3,TRIGONELLINE,C[N+]1=CC=CC(=C1)C(=O)[O-],C7H7NO2,173.02436,C7H7NO2,137.04768,138.05548,136.03988,,C01004,6138-41-6,18123,,5570,4250,
4,F,4,EPINEPHRINE,Oc1ccc(cc1O)[C@@H](O)CNC,C9H13NO3,183.08954,C9H13NO3,183.08954,184.09734,182.08174,,C00788,51-43-4,28918,HMDB00068,5816,4046,5127
4,F,5,"3,4-DIHYDROXYPHENYL GLYCOL",c1cc(c(cc1C(CO)O)O)O,C8H10O4,170.05791,C8H10O4,170.05791,171.06571,169.05011,,C05576,28822-73-3,1387,HMDB00318,91528,7902,5307
4,F,6,CADAVERINE,C(CCN)CCN,C5H14N2,174.06905,C5H14N2,102.11570,103.12350,101.10790,,C01672,1476-39-7,18127,,273,4816,
4,F,7,2-HYDROXYBUTYRIC ACID,CCC(C(=O)O)O,C4H8O3,126.02929,C4H8O3,104.04734,105.05514,103.03954,,C05984,5094-24-6,1148,,440864,8262,
