PLATE,NROW,NCOL,CNAME,SMILES,FORMULA,MW (as put into the well),Formula (as seen in MS),Neutral mass,M+H,M-H,CHARGE,PARENT_CID(KEGG),CAS,CHEBI,HMDB,PC_CID,PC_SID,METLIN_ID
1,A,1,NAD,O=P([O-])(OP(O)(OCC1C(O)C(O)C(N2C=NC3=C2N=CN=C3N)O1)=O)OCC(O4)C(O)C(O)C4[N+]5=CC=CC(C(N)=O)=C5,C21H27N7O14P2,663.10912,C21H27N7O14P2,663.10912,664.11692,662.10132,,C00003,53-84-9,15846,HMDB00902,5893,3305,101
1,A,2,L-GLUTAMINE,C(CC(=O)N)C(C(=O)O)N,C5H10N2O3,146.06914,C5H10N2O3,146.06914,147.07694,145.06134,,C00303,56-85-9,18050,HMDB00641,5961,3364,18
1,A,3,HYPOTAURINE,C(CS(=O)O)N,C2H7NO2S,109.01975,C2H7NO2S,109.01975,110.02755,108.01195,,C00519,300-84-5,16668,HMDB00965,107812,3802,281
1,A,4,INOSINE 5'-PHOSPHATE,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O,C10H13N4O8P,348.0471,C10H13N4O8P,348.04710,349.05490,347.03930,,C00130,131-99-7,17202,HMDB00175,8582,3430,3490
1,A,5,CITRATE,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C6H8O7,192.02701,C6H8O7,192.02701,193.03481,191.01921,,C00158,77-92-9,30769,HMDB00094,311,3458,124
1,A,6,L-THREONINE,O=C(O)C(N)C(O)C,C4H9NO3,119.05824,C4H9NO3,119.05824,120.06604,118.05044,,CA1381,72-19-5,16857,HMDB00167,6288,3488,32
1,A,7,PURINE,C1=C2C(=NC=N1)N=CN2,C5H4N4,120.0436,C5H4N4,120.04360,121.05140,119.03580,,C00465,120-73-0,17258,HMDB01366,1044,17396579,
1,A,8,N-ACETYLNEURAMINATE,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,C11H19NO9,309.10598,C11H19NO9,309.10598,310.11378,308.09818,,C00270,131-48-6,17012,HMDB00230,439197,3568,24101
1,A,9,L-KYNURENINE,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N,C10H12N2O3,208.08479,C10H12N2O3,208.08479,209.09259,207.07699,,C01718,343-65-7,16946,,161166,3622,72
1,A,10,PYRIMIDINE,n1cccnc1,C4H4N2,80.03745,C4H4N2,80.03745,81.04525,79.02965,,C00396,289-95-2,16898,HMDB03361,9260,3686,58148
1,A,11,D-ASPARTATE,C(C(C(=O)O)N)C(=O)O,C4H7NO4,133.03751,C4H7NO4,133.03751,134.04531,132.02971,,C16433,1783-96-6,17364,HMDB06483,83887,3692,63097
1,A,12,URATE,C12=C(NC(=O)N1)NC(=O)NC2=O,C5H4N4O3,168.02834,C5H4N4O3,168.02834,169.03614,167.02054,,C00366,69-93-2,17775,HMDB00289,1175,3657,88
1,B,1,CYTIDINE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,C9H13N3O5,243.08552,C9H13N3O5,243.08552,244.09332,242.07772,,C00475,65-46-3,17562,HMDB00089,6175,3758,3376
1,B,2,L-SERINE,OC[C@@H](C(=O)O)N,C3H7NO3,105.04259,C3H7NO3,105.04259,106.05039,104.03479,,C00716,56-45-1,17115,HMDB00187,5951,3365,30
1,B,3,L-CYSTEINE,C(C(C(=O)O)N)S,C3H7NO2S,121.01975,C3H7NO2S,121.01975,122.02755,120.01195,,C00736,52-90-4,17561,HMDB00574,5862,3397,63299
1,B,4,CITRULLINE,C(CC(C(=O)O)N)CNC(=O)N,C6H13N3O3,175.09569,C6H13N3O3,175.09569,176.10349,174.08789,,C00327,372-75-8,16349,HMDB00904,9750,3621,16
1,B,5,TAURINE,C(CS(=O)(=O)O)N,C2H7NO3S,125.01467,C2H7NO3S,125.01467,126.02247,124.00687,,C00245,107-35-7,15891,HMDB00251,1123,3544,31
1,B,6,"D-GLUCONO-1,5-LACTONE",C(O)C(O)C(O)C(O)C(O)C(O)=O,C6H12O7,178.04774,C6H10O6,178.04774,179.05554,177.03994,,C00257,90-80-2,16217,HMDB00150,7027,3498,353
1,B,7,NICOTINATE,C1=CC(=CN=C1)C(=O)O,C6H5NO2,123.03203,C6H5NO2,123.03203,124.03983,122.02423,,C00253,59-67-6,15940,HMDB01488,938,3552,240
1,B,8,INOSINE,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O,C10H12N4O5,268.08077,C10H12N4O5,268.08077,269.08857,267.07297,,C00294,58-63-9,17596,HMDB00195,6021,3588,84
1,B,9,4-AMINOBUTANOATE,C(CC(=O)O)CN,C4H9NO2,103.06333,C4H9NO2,103.06333,104.07113,102.05553,,C00334,56-12-2,16865,HMDB00112,119,3628,279
1,B,10,CYTOSINE,C1=C(NC(=O)N=C1)N,C4H5N3O,111.04326,C4H5N3O,111.04326,112.05106,110.03546,,C00380,71-30-7,16040,HMDB00630,597,3670,283
1,B,11,L-ISOLEUCINE,O=C(O)C(N)C(C)CC,C6H13NO2,131.09463,C6H13NO2,131.09463,132.10243,130.08683,,C16434,73-32-5,17191,HMDB00172,6306,3697,23
1,B,12,PYRAZOLE,n1cccn1,C3H3N2,67.02962,C3H3N2,67.02962,68.03742,66.02182,,C00481,288-13-1,17241,,1048,3764,65516
1,C,1,L-GLUTAMIC ACID,O=C(O)CCC(N)C(=O)O,C5H9NO4,147.05316,C5H9NO4,147.05316,148.06096,146.04536,,C00302,56-86-0,16015,HMDB00148,33032,3327,19
1,C,2,ASCORBATE,C(C(C1C(=O)C(=C(O1)O)O)O)O,C6H8O6,176.03209,C6H8O6,176.03209,177.03989,175.02429,,C00072,50-81-7,29073,HMDB00044,54670067,3372,249
1,C,3,BETA-ALANINE,C(CN)C(=O)O,C3H7NO2,89.04768,C3H7NO2,89.04768,90.05548,88.03988,,C00099,107-95-9,16958,HMDB00056,239,3399,36
1,C,4,N-ACETYL-D-GLUCOSAMINE,CC(=O)NC1C(C(C(OC1O)CO)O)O,C8H15NO6,221.08994,C8H15NO6,221.08994,222.09774,220.08214,,C00140,7512-17-6,17411,HMDB00215,439174,3440,3356
1,C,5,GLYCOLATE,C(C(=O)O)O,C2H4O3,76.01605,C2H4O3,76.01605,77.02385,75.00825,,C00160,79-14-1,17497,HMDB00115,757,3460,3219
1,C,6,SARCOSINE,CNCC(=O)O,C3H7NO2,89.04768,C3H7NO2,89.04768,90.05548,88.03988,,C00213,107-97-1,15611,HMDB00271,1088,3513,51
1,C,7,GLUCONIC ACID,O=C(O)C(O)C(O)C(O)C(O)CO,C6H12O7,196.0583,C6H12O7,196.05830,197.06610,195.05050,,CA1492,526-95-4,33198,HMDB00625,10690,3556,345
1,C,8,QUINATE,O=C(O)C1(O)C[C@@H](O)C(O)[C@H](O)C1,C7H12O6,192.06339,C7H12O6,192.06339,193.07119,191.05559,,C00296,77-95-2,17521,HMDB03072,6508,3590,3329
1,C,9,(S)-DIHYDROOROTATE,[C@@H]1(C(=O)O)CC(=O)NC(N1)=O,C5H6N2O4,158.03276,C5H6N2O4,158.03276,159.04056,157.02496,,C00337,5988-19-2,17025,HMDB00528,439216,3630,64749
1,C,10,MALONATE,C(C(=O)O)C(=O)O,C3H4O4,104.01096,C3H4O4,104.01096,105.01876,103.00316,,C00383,141-82-2,30794,HMDB00691,867,3673,3237
1,C,11,PIPECOLATE,C1CCNC(C1)C(=O)O,C6H11NO2,129.07898,C6H11NO2,129.07898,130.08678,128.07118,,C00408,535-75-1,30633,HMDB00070,439227,3698,50
1,C,12,FORMAMIDE,C(=O)N,CH3NO,45.02146,CH3NO,45.02146,46.02926,44.01366,,C00488,75-12-7,16397,HMDB01536,713,3771,4182
1,D,1,GLYCINE,C(C(=O)O)N,C2H5NO2,75.03203,C2H5NO2,75.03203,76.03983,74.02423,,C00037,56-40-6,15428,HMDB00123,750,3339,20
1,D,2,L-METHIONINE,CSCCC(C(=O)O)N,C5H11NO2S,149.05105,C5H11NO2S,149.05105,150.05885,148.04325,,C01733,63-68-3,16643,HMDB00696,6137,3373,26
1,D,3,TETRAHYDROFOLATE,C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,C19H23N7O6,445.17098,C19H23N7O6,445.17098,446.17878,444.16318,,C00101,135-16-0,15635,HMDB01846,91443,3401,714
1,D,4,ADENINE,C1=NC2=C(N1)C(=NC=N2)N,C5H5N5,135.0545,C5H5N5,135.05450,136.06230,134.04670,,C00147,73-24-5,16708,HMDB00034,190,3447,85
1,D,5,5'-METHYLTHIOADENOSINE,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,C11H15N5O3S,297.08956,C11H15N5O3S,297.08956,298.09736,296.08176,,C00170,2457-80-9,17509,HMDB01173,439176,3470,3425
1,D,6,THYMIDINE,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,C10H14N2O5,242.09027,C10H14N2O5,242.09027,243.09807,241.08247,,C00214,50-89-5,17748,HMDB00273,5789,3514,3375
1,D,7,GLYCERATE,C(C(C(=O)O)O)O,C3H6O4,106.02661,C3H6O4,106.02661,107.03441,105.01881,,C00258,473-81-4,32398,HMDB00139,439194,3557,280
1,D,8,OROTATE,C1=C(NC(=O)NC1=O)C(=O)O,C5H4N2O4,156.01711,C5H4N2O4,156.01711,157.02491,155.00931,,C00295,65-86-1,16742,HMDB00226,967,3589,318
1,D,9,ETHANOLAMINE PHOSPHATE,C(COP(=O)(O)O)N,C2H8NO4P,141.0191,C2H8NO4P,141.01910,142.02690,140.01130,,C00346,1071-23-4,17553,HMDB00224,1015,3639,54
1,D,10,XANTHINE,C1=NC2=C(N1)C(=O)NC(=O)N2,C5H4N4O2,152.03343,C5H4N4O2,152.03343,153.04123,151.02563,,C00385,69-89-6,17712,HMDB00292,1188,3675,82
1,D,11,DIHYDROFOLATE,C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,C19H21N7O6,443.15533,C19H21N7O6,443.15533,444.16313,442.14753,,C00415,4033-27-6,15633,HMDB01056,98792,3705,3537
1,D,12,L-CYSTINE,O=C(O)C(N)CSSCC(C(=O)O)N,C6H12N2O4S2,240.02385,C6H12N2O4S2,240.02385,241.03165,239.01605,,C01420,56-89-3,16283,HMDB00192,67678,3774,17
1,E,1,L-ALANINE,C(=O)([C@@H](C)N)O,C3H7NO2,89.04768,C3H7NO2,89.04768,90.05548,88.03988,,C01401,56-41-7,16977,HMDB00161,5950,3343,11
1,E,2,L-TRYPTOPHAN,c1cccc2c1c(c[nH]2)C[C@@H](N)C(=O)O,C11H12N2O2,204.08988,C11H12N2O2,204.08988,205.09768,203.08208,,C00806,73-22-3,16828,HMDB00929,6305,3378,33
1,E,3,URIDINE-5-MONOPHOSPHATE,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,C9H13N2O9P,324.03587,C9H13N2O9P,324.03587,325.04367,323.02807,,C00105,58-97-9,16695,HMDB00288,6030,3405,3453
1,E,4,L-PROLINE,O=C(O)C1NCCC1,C5H9NO2,115.06333,C5H9NO2,115.06333,116.07113,114.05553,,C16435,147-85-3,17203,HMDB00162,145742,3448,29
1,E,5,THYMINE,CC1=CNC(=O)NC1=O,C5H6N2O2,126.04293,C5H6N2O2,126.04293,127.05073,125.03513,,C00178,65-71-4,17821,HMDB00262,1135,3478,290
1,E,6,SUCCINATE SEMIALDEHYDE,C(CC(=O)O)C=O,C4H6O3,102.0317,C4H6O3,102.03170,103.03950,101.02390,,C00232,692-29-5,16265,HMDB01259,1112,3531,275
1,E,7,(S)-LACTATE,C(=O)([C@@H](C)O)O,C3H6O3,90.0317,C3H6O3,90.03170,91.03950,89.02390,,C01432,79-33-4,422,HMDB00190,107689,3486,
1,E,8,URIDINE,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,C9H12N2O6,244.06954,C9H12N2O6,244.06954,245.07734,243.06174,,C00299,58-96-8,16704,HMDB00296,6029,3593,90
1,E,9,"FRUCTOSE 1,6-BIPHOSPHATE",O=P(O)(O)OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,C6H14O12P2,339.99606,C6H14O12P2,339.99606,341.00386,338.98826,,C00354,488-69-7,16905,HMDB01058,172313,3647,147
1,E,10,CARNOSINE,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN,C9H14N4O3,226.10659,C9H14N4O3,226.10659,227.11439,225.09879,,C00386,305-84-0,15727,HMDB00033,439224,3676,38
1,E,11,NICOTINAMIDE,C1=CC(=CN=C1)C(=O)N,C6H6N2O,122.04801,C6H6N2O,122.04801,123.05581,121.04021,,C00153,98-92-0,17154,HMDB01406,936,3453,1497
1,E,12,SHIKIMATE,C1C(C(C(C=C1C(=O)O)O)O)O,C7H10O5,174.05283,C7H10O5,174.05283,175.06063,173.04503,,C00493,138-59-0,16119,HMDB03070,8742,3776,338
1,F,1,SUCCINATE,C(CC(=O)O)C(=O)O,C4H6O4,118.02661,C4H6O4,118.02661,119.03441,117.01881,,C00042,110-15-6,15741,HMDB00254,1110,3344,114
1,F,2,L-PHENYLALANINE,c1(C[C@@H](C(=O)O)N)ccccc1,C9H11NO2,165.07898,C9H11NO2,165.07898,166.08678,164.07118,,C02057,63-91-2,17295,HMDB00159,6140,3379,28
1,F,3,URACIL,C1=CNC(=O)NC1=O,C4H4N2O2,112.02728,C4H4N2O2,112.02728,113.03508,111.01948,,C00106,66-22-8,17568,HMDB00300,1174,3406,258
1,F,4,(S)-MALATE,OC(=O)C[C@@H](C(=O)O)O,C4H6O5,134.02153,C4H6O5,134.02153,135.02933,133.01373,,C00711,97-67-6,30797,HMDB00156,222656,3449,
1,F,5,L-ASPARTATE,C(C(C(=O)O)N)C(=O)O,C4H7NO4,133.03751,C4H7NO4,133.03751,134.04531,132.02971,,C16433,56-84-8,17053,HMDB00191,5960,3351,15
1,F,6,2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O,C9H14N3O7P,307.05694,C9H14N3O7P,307.05694,308.06474,306.04914,,C00239,1032-65-1,15918,HMDB01202,13945,3538,3439
1,F,7,HYPOXANTHINE,C1=NC2=C(N1)C(=O)N=CN2,C5H4N4O,136.03851,C5H4N4O,136.03851,137.04631,135.03071,,C00262,68-94-0,17368,HMDB00157,790,3560,83
1,F,8,CREATINE,CN(CC(=O)O)C(=N)N,C4H9N3O2,131.06948,C4H9N3O2,131.06948,132.07728,130.06168,,C00300,57-00-1,16919,HMDB00064,586,3594,7
1,F,9,"3,4-DIHYDROXY-L-PHENYLALANINE",C1=CC(=C(C=C1CC(C(=O)O)N)O)O,C9H11NO4,197.06881,C9H11NO4,197.06881,198.07661,196.06101,,C00355,59-92-7,15765,HMDB00181,6047,3648,42
1,F,10,GUANOSINE,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N,C10H13N5O5,283.09167,C10H13N5O5,283.09167,284.09947,282.08387,,C00387,118-00-3,16750,HMDB00133,6802,3677,87
1,F,11,"5,6-DIHYDROURACIL",C1CNC(=O)NC1=O,C4H6N2O2,114.04293,C4H6N2O2,114.04293,115.05073,113.03513,,C00429,504-07-4,15901,HMDB00076,649,3718,285
1,F,12,(R)-MALATE,OC(=O)C[C@@H](C(=O)O)O,C4H6O5,134.02153,C4H6O5,134.02153,135.02933,133.01373,,C00711,636-61-3,30796,,92824,3780,63096
1,G,1,L-LYSINE,O=C(O)C(N)CCCCN,C6H14N2O2,146.10553,C6H14N2O2,146.10553,147.11333,145.09773,,C16440,56-87-1,18019,HMDB00182,5962,3349,25
1,G,2,L-TYROSINE,O=C(O)C(N)Cc1ccc(O)cc1,C9H11NO3,181.07389,C9H11NO3,181.07389,182.08169,180.06609,,C01536,60-18-4,17895,HMDB00158,6057,3382,34
1,G,3,GLYCEROL,C(C(CO)O)O,C3H8O3,92.04735,C3H8O3,92.04735,93.05515,91.03955,,C00116,56-81-5,17754,HMDB00131,753,3416,105
1,G,4,L-ASPARAGINE,O=C(N)CC(N)C(=O)O,C4H8N2O3,132.05349,C4H8N2O3,132.05349,133.06129,131.04569,,C16438,70-47-3,17196,HMDB00168,6267,3452,14
1,G,5,L-VALINE,O=C(O)C(N)C(C)C,C5H11NO2,117.07898,C5H11NO2,117.07898,118.08678,116.07118,,C16436,72-18-4,16414,HMDB00883,6287,3483,35
1,G,6,GUANINE,C1=NC2=C(N1)C(=O)N=C(N2)N,C5H5N5O,151.04941,C5H5N5O,151.04941,152.05721,150.04161,,C00242,73-40-5,16235,HMDB00132,764,3541,315
1,G,7,HOMOSERINE,C(CO)C(C(=O)O)N,C4H9NO3,119.05824,C4H9NO3,119.05824,120.06604,118.05044,,C00263,672-15-1,15699,HMDB00719,12647,3561,
1,G,8,PYRIDOXINE,CC1=NC=C(C(=C1O)CO)CO,C8H11NO3,169.07389,C8H11NO3,169.07389,170.08169,168.06609,,C00314,65-23-6,16709,HMDB00239,1054,3608,2202
1,G,9,DAMP,C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)O,C10H14N5O6P,331.06817,C10H14N5O6P,331.06817,332.07597,330.06037,,C00360,653-63-4,17713,HMDB00905,12599,3651,3461
1,G,10,"(R,R)-TARTARIC ACID",O=C(O)C(O)C(O)C(=O)O,C4H6O6,150.01644,C4H6O6,150.01644,151.02424,149.00864,,C01534,87-69-4,15671,HMDB00956,444305,4154,4197
1,G,11,NICOTINAMIDE MONONUCLEOTIDE,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)[O-])O)O)C(=O)N,C11H15N2O8P,334.05661,C11H15N2O8P,334.05661,335.06441,333.04881,,C00455,1094-61-7,16171,HMDB00229,14180,3741,4167
1,G,12,FOLIC ACID,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,C19H19N7O6,441.13968,C19H19N7O6,441.13968,442.14748,440.13188,,C00504,59-30-3,27470,HMDB00121,6037,3787,246
1,H,1,ISOCITRIC ACID,C(C(C(C(=O)O)O)C(=O)O)C(=O)O,C6H8O7,257.97284,C6H8O7,192.02701,193.03481,191.01921,,C00311,1637-73-6,30887,,1198,3605,
1,H,2,THIOUREA,S=C(N)N,CH4N2S,76.00952,CH4N2S,76.00952,77.01732,75.00172,,C14415,62-56-6,36946,,2723790,17395415,24051
1,H,3,DIETHANOLAMINE,C(CO)NCCO,C4H11NO2,105.07898,C4H11NO2,105.07898,106.08678,104.07118,,C06772,111-42-2,28123,HMDB04437,8113,8992,3239
1,H,4,3-AMINOISOBUTANOATE,CC(CN)C(=O)O,C4H9NO2,103.06333,C4H9NO2,103.06333,104.07113,102.05553,,C05145,144-90-1,,HMDB03911,64956,7563,480
1,H,5,CYS-GLY,C(C(C(=O)NCC(=O)O)N)S,C5H10N2O3S,178.04122,C5H10N2O3S,178.04122,179.04902,177.03342,,C01419,19246-18-5,4047,HMDB00078,439498,4606,3305
1,H,6,L-2-PHOSPHOGLYCERIC ACID,C(C(C(=O)O)OP(=O)(O)O)O,C3H7O7P,229.95683,C6H12O5,164.06848,165.07628,163.06068,,CA1485,23295-92-3,,,439278,,
1,H,7,GUANIDINOACETATE,C(C(=O)O)N=C(N)N,C3H7N3O2,117.05383,C3H7N3O2,117.05383,118.06163,116.04603,,C00581,352-97-6,16344,HMDB00128,763,3860,9
1,H,8,CREATININE,CN1CC(=O)N=C1N,C4H7N3O,113.05891,C4H7N3O,113.05891,114.06671,112.05111,,C00791,60-27-5,16737,HMDB00562,588,4049,8
1,H,9,N-ACETYL-D-TRYPTOPHAN,O=C([C@@H](Cc1c[nH]c2c1cccc2)NC(C)=O)O,C13H14N2O3,246.10044,C13H14N2O3,246.10044,247.10824,245.09264,,C03137,138798,16734,,439917,6026,65911
1,H,10,TRANS-ACONITATE,C(C(=CC(=O)O)C(=O)O)C(=O)O,C6H6O6,174.01644,C6H6O6,174.01644,175.02424,173.00864,,C02341,4023-65-8,32806,HMDB00958,444212,5390,3771
1,H,11,N-ACETYL-D-MANNOSAMINE,CC(=O)NC1C(C(C(OC1O)CO)O)O,C8H15NO6,221.08994,C8H15NO6,221.08994,222.09774,220.08214,,C00645,3615-17-6,17122,HMDB01129,439281,3918,3357
1,H,12,D-GLUCOSE-6-PHOSPHATE,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,C6H13O9P,282.01167,C6H13O9P,260.02972,261.03752,259.02192,,C00092,54010-71-8,4170,,5958,3392,
2,A,1,"LL-2,6-DIAMINOHEPTANEDIOATE",C(CC(C(=O)O)N)CC(C(=O)O)N,C7H14N2O4,190.09536,C7H14N2O4,190.09536,191.10316,189.08756,,C00666,583-93-7,16026,HMDB01370,439283,3935,352
2,A,2,ALPHA-AMINOADIPATE,C(C[C@@H](C(=O)O)N)CC(=O)O,C6H11NO4,161.06881,C6H11NO4,161.06881,162.07661,160.06101,,C00956,542-32-5,37023,HMDB00510,92136,4207,3271
2,A,3,DEOXYCYTIDINE,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N2C(=O)N=C(N)C=C2,C9H13N3O4,227.09061,C9H13N3O4,227.09061,228.09841,226.08281,,C00881,951-77-9,15698,HMDB00014,13711,4137,3367
2,A,4,NORADRENALINE,C1=CC(=C(C=C1C(CN)O)O)O,C8H11NO3,169.07389,C8H11NO3,169.07389,170.08169,168.06609,,C00547,51-41-2,18357,HMDB00216,439260,3828,63
2,A,5,D-GLUCOSAMINE 6-PHOSPHATE,C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O,C6H14NO8P,281.02765,C6H14NO8P,259.04571,260.05351,258.03791,,C00352,70442-23-8,15873,,440997,3645,
2,A,6,"(S,S)-TARTARIC ACID",O=C(O)C(O)C(O)C(=O)O,C4H6O6,150.01644,C4H6O6,150.01644,151.02424,149.00864,,C01534,147-71-7,15672,,439655,5189,
2,A,7,3-DEHYDROSHIKIMATE,O=C1/C=C(/C(=O)O)C[C@@H](O)[C@@H]1O,C7H8O5,172.03717,C7H8O5,172.03717,173.04497,171.02937,,C02637,2922-42-1,30918,,439774,5617,3296
2,A,8,BIS(3-AMINOPROPYL)AMINE,NCCCNCCCN,C6H17N3,131.14225,C6H17N3,131.14225,132.15005,130.13445,,C03375,56-18-8,16841,HMDB11634,5942,6210,24057
2,A,9,HOMOCYSTEINE,C(CS)C(C(=O)O)N,C4H9NO2S,135.0354,C4H9NO2S,135.03540,136.04320,134.02760,,C05330,454-29-5,17230,HMDB00742,778,7710,63636
2,A,10,THEOPHYLLINE,CN1C2=C(C(=O)N(C1=O)C)NC=N2,C7H8N4O2,180.06473,C7H8N4O2,180.06473,181.07253,179.05693,,C07130,58-55-9,28177,HMDB01889,2153,9340,1458
2,A,11,LEUCINE,O=C(O)C(N)CC(C)C,C6H13NO2,131.09463,C6H13NO2,131.09463,132.10243,130.08683,,C16439,328-39-2,15603,,857,47205735,45882
2,A,12,D-(+)-TREHALOSE,[C@H]2(O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO,C12H22O11,378.13735,C12H26O13,378.13735,379.14515,377.12955,,C01083,6138-23-4,16551,,7427,4320,
2,B,1,BETAINE,C[N+](C)(C)CC(=O)[O-],C5H11NO2,117.07898,C5H11NO2,117.07898,118.08678,116.07118,,C00719,107-43-7,17750,HMDB00043,247,3985,287
2,B,2,D-TRYPTOPHAN,c1cccc2c1c(c[nH]2)C[C@@H](N)C(=O)O,C11H12N2O2,204.08988,C11H12N2O2,204.08988,205.09768,203.08208,,C00806,153-94-6,16296,HMDB13609,9060,3808,65364
2,B,3,3-SULFINO-L-ALANINE,[S](=O)(O)C[C@H](N)C(=O)O,C3H7NO4S,153.00958,C3H7NO4S,153.00958,154.01738,152.00178,,C00606,1115-65-7,16345,HMDB00996,1549098,3881,5927
2,B,4,O-SUCCINYL-L-HOMOSERINE,O=C(O)CCC(=O)OCC[C@H](N)C(=O)O,C8H13NO6,219.07429,C8H13NO6,219.07429,220.08209,218.06649,,C01118,1492-23-5,16160,,439406,4349,362
2,B,5,ALLANTOIN,C1(C(=O)NC(=O)N1)NC(=O)N,C4H6N4O3,158.04399,C4H6N4O3,158.04399,159.05179,157.03619,,C01551,97-59-6,15676,HMDB00462,204,4709,89
2,B,6,GLYCERALDEHYDE,C(C(C=O)O)O,C3H6O3,90.0317,C3H6O3,90.03170,91.03950,89.02390,,C02154,367-47-5,5445,HMDB01051,751,5231,63095
2,B,7,D-GLUCURONOLACTONE,C1(C(C(OC(C1O)O)C(=O)O)O)O,C6H10O7,176.03209,C6H8O6,176.03209,177.03989,175.02429,,C00191,32449-92-6,18268,HMDB06355,92283,5641,44759
2,B,8,(2-AMINOETHYL)PHOSPHONATE,O=P(O)(O)CCN,C2H8NO3P,125.02418,C2H8NO3P,125.02418,126.03198,124.01638,,C03557,2041-14-7,15573,HMDB11747,339,6353,4137
2,B,9,SELENOMETHIONINE,C[Se]CCC(C(=O)O)N,C5H11NO2Se,196.9955,C5H11NO2Se,196.99550,198.00330,195.98770,,C05335,1464-42-2,27585,HMDB03966,105024,7713,
2,B,10,MALEIMIDE,O=C1\C=C/C(=O)N1,C4H3NO2,97.01638,C4H3NO2,97.01638,98.02418,96.00858,,C07272,541-59-3,16072,,10935,9481,
2,B,11,FORMATE,C(=O)O,CH2O2,46.00548,CH2O2,46.00548,47.01328,44.99768,,C00058,64-18-6,30751,HMDB00142,284,3358,66614
2,B,12,D-(+)-GLUCOSAMINE,C(C1C(C(C(C(O1)O)N)O)O)O,C6H13NO5,215.05605,C6H13NO5,179.07938,180.08718,178.07158,,C00329,66-84-2,47977,,439213,3623,
2,C,1,PARAXANTHINE,CN1C=NC2=C1C(=O)N(C(=O)N2)C,C7H8N4O2,180.06473,C7H8N4O2,180.06473,181.07253,179.05693,,C13747,611-59-6,,HMDB01860,4687,586336,1457
2,C,2,ADENOSINE 5'-DIPHOSPHATE,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,C10H15N5O10P2,450.01919,C10H15N5O10P2,427.02942,428.03722,426.02162,,C00008,20398-34-9,16761,,6022,3310,
2,C,3,2-DEOXY-D-GLUCOSE,C(C=O)C(C(C(CO)O)O)O,C6H12O5,164.06848,C6H12O5,164.06848,165.07628,163.06068,,C00586,154-17-6,15866,,439268,3865,3285
2,C,4,N(PAI)-METHYL-L-HISTIDINE,CN1C=C(N=C1)CC(C(=O)O)N,C7H11N3O2,169.08513,C7H11N3O2,169.08513,170.09293,168.07733,,C01152,332-80-9,27596,HMDB00001,64969,4381,3293
2,C,5,GALACTITOL,C(C(C(C(C(CO)O)O)O)O)O,C6H14O6,182.07904,C6H14O6,182.07904,183.08684,181.07124,,C01697,608-66-2,16813,HMDB00107,11850,4837,4179
2,C,6,5-OXO-D-PROLINE,C1CC(=O)NC1C(=O)O,C5H7NO3,129.04259,C5H7NO3,129.04259,130.05039,128.03479,,C01879,4042-36-8,16924,HMDB00805,439685,5301,63632
2,C,7,4-PYRIDOXATE,CC1=NC=C(C(=C1O)C(=O)O)CO,C8H9NO4,183.05316,C8H9NO4,183.05316,184.06096,182.04536,,C00847,82-82-6,17405,HMDB00017,6723,4104,239
2,C,8,"PYRIDINE-2,3-DICARBOXYLATE",C1=CC(=C(N=C1)C(=O)O)C(=O)O,C7H5NO4,167.02186,C7H5NO4,167.02186,168.02966,166.01406,,C03722,89-00-9,16675,HMDB00232,1066,6487,330
